record_id,repository,work_type,number,created_at,closed_at,source_year,resolved_within_30d,workflow_risk_30d,prior_items,prior_30d_inflow,prior_open_backlog,prior_closed_by_as_of,prior_30d_resolution_rate,created_month,created_weekday
backstage:issues:9157,backstage,issue,9157,2022-01-25 05:39:01+00:00,2022-02-17 08:55:15+00:00,2022,1,0,178,178,44,134,,1,1
backstage:issues:9161,backstage,issue,9161,2022-01-25 12:23:20+00:00,2023-05-15 08:55:30+00:00,2022,0,1,179,179,45,134,,1,1
backstage:issues:9162,backstage,issue,9162,2022-01-25 12:59:52+00:00,2022-10-14 10:15:37+00:00,2022,0,1,180,180,46,134,,1,1
backstage:issues:9163,backstage,issue,9163,2022-01-25 14:39:23+00:00,2022-02-03 15:22:39+00:00,2022,1,0,181,181,47,134,,1,1
backstage:issues:9178,backstage,issue,9178,2022-01-26 05:44:11+00:00,2022-10-21 10:20:13+00:00,2022,0,1,182,182,48,134,,1,2
backstage:issues:9186,backstage,issue,9186,2022-01-26 18:38:18+00:00,2022-01-27 20:27:57+00:00,2022,1,0,183,183,48,135,,1,2
backstage:issues:9187,backstage,issue,9187,2022-01-26 19:02:34+00:00,2022-01-27 15:10:32+00:00,2022,1,0,184,184,49,135,,1,2
backstage:issues:9188,backstage,issue,9188,2022-01-26 20:04:31+00:00,2022-02-04 12:04:39+00:00,2022,1,0,185,185,50,135,,1,2
backstage:issues:9197,backstage,issue,9197,2022-01-27 06:00:56+00:00,2022-01-28 20:43:12+00:00,2022,1,0,186,186,51,135,,1,3
backstage:issues:9198,backstage,issue,9198,2022-01-27 08:00:36+00:00,2022-05-16 14:17:39+00:00,2022,0,1,187,187,52,135,,1,3
backstage:issues:9204,backstage,issue,9204,2022-01-27 15:32:17+00:00,2022-02-14 06:38:11+00:00,2022,1,0,188,188,49,139,,1,3
backstage:issues:9208,backstage,issue,9208,2022-01-27 17:17:57+00:00,2022-07-18 12:54:24+00:00,2022,0,1,189,189,50,139,,1,3
backstage:issues:9226,backstage,issue,9226,2022-01-28 10:00:06+00:00,2022-02-09 18:33:49+00:00,2022,1,0,190,190,50,140,,1,4
backstage:issues:9227,backstage,issue,9227,2022-01-28 10:08:21+00:00,2022-04-25 11:45:46+00:00,2022,0,1,191,191,51,140,,1,4
backstage:issues:9228,backstage,issue,9228,2022-01-28 11:06:06+00:00,2022-04-07 12:01:23+00:00,2022,0,1,192,192,51,141,,1,4
backstage:issues:9245,backstage,issue,9245,2022-01-28 18:59:55+00:00,2023-02-22 21:00:49+00:00,2022,0,1,193,193,51,142,,1,4
backstage:issues:9248,backstage,issue,9248,2022-01-28 23:14:30+00:00,2022-05-13 20:53:57+00:00,2022,0,1,194,194,51,143,,1,4
luigi:prs:3142,luigi,pull_request,3142,2022-01-29 02:26:30+00:00,2022-03-12 04:16:32+00:00,2022,0,1,6,6,5,1,,1,5
backstage:issues:9249,backstage,issue,9249,2022-01-29 04:56:24+00:00,2022-02-04 12:12:14+00:00,2022,1,0,195,195,52,143,,1,5
backstage:issues:9250,backstage,issue,9250,2022-01-29 07:17:49+00:00,2022-09-09 13:58:56+00:00,2022,0,1,196,196,53,143,,1,5
backstage:issues:9276,backstage,issue,9276,2022-01-31 16:44:04+00:00,2022-02-11 13:36:10+00:00,2022,1,0,197,196,53,144,1.0,1,0
backstage:issues:9278,backstage,issue,9278,2022-01-31 17:15:13+00:00,2022-05-16 18:41:56+00:00,2022,0,1,198,197,54,144,1.0,1,0
backstage:issues:9280,backstage,issue,9280,2022-01-31 20:42:35+00:00,2022-02-11 16:08:57+00:00,2022,1,0,199,198,55,144,1.0,1,0
luigi:prs:3143,luigi,pull_request,3143,2022-02-02 19:48:47+00:00,2022-02-03 20:18:00+00:00,2022,1,0,7,7,6,1,,2,2
luigi:prs:3144,luigi,pull_request,3144,2022-02-04 10:21:48+00:00,2022-03-12 03:41:43+00:00,2022,0,1,8,8,6,2,,2,4
luigi:issues:3145,luigi,issue,3145,2022-02-15 14:52:23+00:00,,2022,0,1,9,7,7,2,0.5,2,1
luigi:prs:3146,luigi,pull_request,3146,2022-02-18 01:53:29+00:00,2022-03-12 03:56:04+00:00,2022,1,0,10,8,8,2,0.5,2,4
luigi:prs:3147,luigi,pull_request,3147,2022-02-21 22:08:46+00:00,2022-03-12 03:29:09+00:00,2022,1,0,11,6,9,2,0.2,2,0
luigi:issues:3148,luigi,issue,3148,2022-02-23 13:07:31+00:00,2022-03-10 03:19:01+00:00,2022,1,0,12,7,10,2,0.2,2,2
luigi:prs:3149,luigi,pull_request,3149,2022-02-28 13:17:42+00:00,2022-03-01 17:40:33+00:00,2022,1,0,13,6,11,2,0.14285714285714285,2,0
luigi:prs:3150,luigi,pull_request,3150,2022-03-07 21:35:54+00:00,2022-03-10 03:18:57+00:00,2022,1,0,14,5,11,3,0.2222222222222222,3,0
luigi:prs:3151,luigi,pull_request,3151,2022-03-23 06:10:30+00:00,2022-03-23 12:42:25+00:00,2022,1,0,15,4,6,9,0.2727272727272727,3,2
luigi:prs:3152,luigi,pull_request,3152,2022-03-23 19:19:48+00:00,,2022,0,1,16,5,6,10,0.2727272727272727,3,2
luigi:prs:3153,luigi,pull_request,3153,2022-03-27 23:38:58+00:00,2022-04-28 01:11:09+00:00,2022,0,1,17,4,7,10,0.38461538461538464,3,6
luigi:prs:3154,luigi,pull_request,3154,2022-04-12 13:02:31+00:00,2022-04-28 22:59:10+00:00,2022,1,0,18,3,8,10,0.4666666666666667,4,1
luigi:issues:3155,luigi,issue,3155,2022-04-13 18:58:52+00:00,2022-04-21 01:10:42+00:00,2022,1,0,19,4,9,10,0.4666666666666667,4,2
luigi:prs:3156,luigi,pull_request,3156,2022-04-13 22:16:43+00:00,2022-04-28 18:27:32+00:00,2022,1,0,20,5,10,10,0.4666666666666667,4,2
luigi:prs:3157,luigi,pull_request,3157,2022-04-14 16:56:10+00:00,2022-04-28 02:47:28+00:00,2022,1,0,21,6,11,10,0.4666666666666667,4,3
luigi:prs:3158,luigi,pull_request,3158,2022-04-17 17:31:49+00:00,2022-04-27 13:29:45+00:00,2022,1,0,22,7,12,10,0.4666666666666667,4,6
luigi:prs:3159,luigi,pull_request,3159,2022-04-17 17:43:04+00:00,2022-04-29 00:17:10+00:00,2022,1,0,23,8,13,10,0.4666666666666667,4,6
luigi:issues:3160,luigi,issue,3160,2022-05-09 02:26:53+00:00,2022-05-10 09:55:36+00:00,2022,1,0,24,6,7,17,0.4444444444444444,5,0
luigi:issues:3161,luigi,issue,3161,2022-05-09 15:29:45+00:00,2022-05-12 12:20:00+00:00,2022,1,0,25,7,8,17,0.4444444444444444,5,0
luigi:prs:3162,luigi,pull_request,3162,2022-05-09 21:18:42+00:00,2022-05-09 21:28:30+00:00,2022,1,0,26,8,9,17,0.4444444444444444,5,0
luigi:prs:3163,luigi,pull_request,3163,2022-05-09 21:35:27+00:00,2022-05-12 12:19:33+00:00,2022,1,0,27,9,9,18,0.4444444444444444,5,0
luigi:issues:3164,luigi,issue,3164,2022-05-10 09:03:11+00:00,2022-05-10 09:03:24+00:00,2022,1,0,28,10,10,18,0.4444444444444444,5,1
luigi:issues:3165,luigi,issue,3165,2022-05-11 16:49:27+00:00,,2022,0,1,29,11,9,20,0.4444444444444444,5,2
luigi:issues:3166,luigi,issue,3166,2022-05-19 06:21:04+00:00,,2022,0,1,30,6,8,22,0.5833333333333334,5,3
luigi:issues:3167,luigi,issue,3167,2022-05-27 12:32:00+00:00,,2022,0,1,31,7,9,22,0.5833333333333334,5,4
luigi:prs:3168,luigi,pull_request,3168,2022-05-29 11:42:55+00:00,,2022,0,1,32,8,10,22,0.5833333333333334,5,6
luigi:prs:3169,luigi,pull_request,3169,2022-05-30 11:30:41+00:00,,2022,0,1,33,9,11,22,0.5833333333333334,5,0
luigi:prs:3170,luigi,pull_request,3170,2022-06-03 16:50:33+00:00,2022-06-04 03:23:40+00:00,2022,1,0,34,10,12,22,0.5833333333333334,6,4
luigi:prs:3171,luigi,pull_request,3171,2022-06-04 17:27:16+00:00,2022-06-20 12:06:35+00:00,2022,1,0,35,11,12,23,0.5833333333333334,6,5
luigi:prs:3172,luigi,pull_request,3172,2022-06-08 07:09:34+00:00,2023-06-08 12:12:20+00:00,2022,0,1,36,11,13,23,0.6,6,2
luigi:issues:3173,luigi,issue,3173,2022-06-09 13:15:46+00:00,2022-06-23 01:26:27+00:00,2022,1,0,37,8,14,23,0.6551724137931034,6,3
luigi:prs:3174,luigi,pull_request,3174,2022-06-10 15:29:31+00:00,2023-02-09 01:04:07+00:00,2022,0,1,38,9,15,23,0.6551724137931034,6,4
luigi:prs:3175,luigi,pull_request,3175,2022-06-10 17:54:15+00:00,2022-06-23 01:26:27+00:00,2022,1,0,39,9,16,23,0.6333333333333333,6,4
luigi:prs:3176,luigi,pull_request,3176,2022-06-10 18:18:57+00:00,2023-01-30 18:09:03+00:00,2022,0,1,40,10,17,23,0.6333333333333333,6,4
luigi:prs:3177,luigi,pull_request,3177,2022-06-13 17:00:48+00:00,2022-06-23 01:38:08+00:00,2022,1,0,41,11,18,23,0.6333333333333333,6,0
luigi:prs:3178,luigi,pull_request,3178,2022-06-21 14:27:16+00:00,2022-06-24 01:13:15+00:00,2022,1,0,42,11,18,24,0.6129032258064516,6,1
luigi:prs:3179,luigi,pull_request,3179,2022-06-26 14:57:20+00:00,2022-09-12 23:14:07+00:00,2022,0,1,43,11,15,28,0.59375,6,6
luigi:prs:3180,luigi,pull_request,3180,2022-06-29 19:50:41+00:00,2022-06-29 19:51:15+00:00,2022,1,0,44,10,16,28,0.5588235294117647,6,2
luigi:prs:3181,luigi,pull_request,3181,2022-06-29 19:52:00+00:00,2022-06-29 23:20:46+00:00,2022,1,0,45,11,16,29,0.5588235294117647,6,2
luigi:issues:3182,luigi,issue,3182,2022-07-11 13:43:11+00:00,2022-07-15 11:50:57+00:00,2022,1,0,46,5,16,30,0.5609756097560976,7,0
luigi:prs:3183,luigi,pull_request,3183,2022-07-11 14:01:07+00:00,2022-07-11 14:37:40+00:00,2022,1,0,47,6,17,30,0.5609756097560976,7,0
luigi:prs:3184,luigi,pull_request,3184,2022-07-11 14:07:30+00:00,2025-11-26 13:42:49+00:00,2022,0,1,48,7,18,30,0.5609756097560976,7,0
luigi:prs:3185,luigi,pull_request,3185,2022-07-11 14:36:14+00:00,2022-07-15 11:50:39+00:00,2022,1,0,49,8,19,30,0.5609756097560976,7,0
luigi:prs:3186,luigi,pull_request,3186,2022-07-14 07:58:10+00:00,2022-07-14 13:06:41+00:00,2022,1,0,50,8,19,31,0.5714285714285714,7,3
luigi:issues:3187,luigi,issue,3187,2022-07-21 08:33:04+00:00,,2022,0,1,51,9,17,34,0.5714285714285714,7,3
luigi:prs:3188,luigi,pull_request,3188,2022-07-23 16:21:47+00:00,2022-09-07 07:57:11+00:00,2022,0,1,52,9,18,34,0.5813953488372093,7,5
luigi:issues:3189,luigi,issue,3189,2022-08-05 09:34:03+00:00,2022-12-13 07:21:26+00:00,2022,0,1,53,7,19,34,0.5869565217391305,8,4
luigi:issues:3190,luigi,issue,3190,2022-08-17 19:23:46+00:00,,2022,0,1,54,3,20,34,0.6078431372549019,8,2
luigi:prs:3191,luigi,pull_request,3191,2022-08-18 06:26:09+00:00,2022-08-18 06:29:09+00:00,2022,1,0,55,4,21,34,0.6078431372549019,8,3
luigi:prs:3192,luigi,pull_request,3192,2022-08-18 06:29:51+00:00,2022-08-18 09:25:36+00:00,2022,1,0,56,5,21,35,0.6078431372549019,8,3
luigi:prs:3193,luigi,pull_request,3193,2022-08-18 06:41:54+00:00,2022-08-18 08:18:16+00:00,2022,1,0,57,6,22,35,0.6078431372549019,8,3
luigi:issues:3194,luigi,issue,3194,2022-08-29 20:56:21+00:00,,2022,0,1,58,5,21,37,0.5849056603773585,8,0
luigi:prs:3195,luigi,pull_request,3195,2022-08-30 09:00:14+00:00,2022-08-30 09:08:52+00:00,2022,1,0,59,6,22,37,0.5849056603773585,8,1
luigi:prs:3196,luigi,pull_request,3196,2022-09-01 11:55:21+00:00,2022-09-08 11:40:41+00:00,2022,1,0,60,7,22,38,0.5849056603773585,9,3
luigi:prs:3197,luigi,pull_request,3197,2022-09-04 11:32:02+00:00,2022-09-08 07:44:23+00:00,2022,1,0,61,7,23,38,0.5740740740740741,9,6
luigi:issues:3198,luigi,issue,3198,2022-09-07 14:19:58+00:00,2024-11-30 01:22:05+00:00,2022,0,1,62,8,23,39,0.5740740740740741,9,2
luigi:prs:3199,luigi,pull_request,3199,2022-09-22 17:59:55+00:00,2022-09-22 18:00:14+00:00,2022,1,0,63,5,21,42,0.5862068965517241,9,3
luigi:issues:3200,luigi,issue,3200,2022-09-23 10:37:37+00:00,,2022,0,1,64,6,21,43,0.5862068965517241,9,4
luigi:issues:3201,luigi,issue,3201,2022-10-22 16:31:18+00:00,,2022,0,1,65,2,22,43,0.5873015873015873,10,5
luigi:issues:3202,luigi,issue,3202,2022-10-27 16:22:49+00:00,2022-11-04 00:56:21+00:00,2022,1,0,66,1,23,43,0.5846153846153846,10,3
luigi:issues:3203,luigi,issue,3203,2022-10-28 11:27:38+00:00,,2022,0,1,67,2,24,43,0.5846153846153846,10,4
luigi:prs:3204,luigi,pull_request,3204,2022-11-03 11:42:48+00:00,2022-11-04 00:56:14+00:00,2022,1,0,68,3,25,43,0.5846153846153846,11,3
luigi:issues:3205,luigi,issue,3205,2022-11-08 21:09:50+00:00,,2022,0,1,69,4,24,45,0.5846153846153846,11,1
luigi:issues:3206,luigi,issue,3206,2022-11-08 21:19:30+00:00,,2022,0,1,70,5,25,45,0.5846153846153846,11,1
luigi:prs:3207,luigi,pull_request,3207,2022-11-10 15:21:44+00:00,2022-11-11 16:03:18+00:00,2022,1,0,71,6,26,45,0.5846153846153846,11,3
luigi:issues:3208,luigi,issue,3208,2022-11-12 01:10:26+00:00,,2022,0,1,72,7,26,46,0.5846153846153846,11,5
luigi:prs:3209,luigi,pull_request,3209,2022-11-24 13:18:36+00:00,2022-11-24 13:50:02+00:00,2022,1,0,73,7,27,46,0.5757575757575758,11,3
luigi:issues:3210,luigi,issue,3210,2022-11-28 00:46:10+00:00,,2022,0,1,74,6,27,47,0.5735294117647058,11,0
luigi:prs:3211,luigi,pull_request,3211,2022-12-01 14:52:47+00:00,2022-12-02 02:59:04+00:00,2022,1,0,75,7,28,47,0.5735294117647058,12,3
luigi:issues:3212,luigi,issue,3212,2022-12-06 22:51:20+00:00,,2022,0,1,76,7,28,48,0.5797101449275363,12,1
luigi:issues:3213,luigi,issue,3213,2022-12-13 07:39:23+00:00,2023-02-23 12:49:51+00:00,2022,0,1,77,4,28,49,0.5616438356164384,12,1
luigi:prs:3214,luigi,pull_request,3214,2022-12-13 11:48:50+00:00,2023-01-03 14:46:24+00:00,2022,1,0,78,5,29,49,0.5616438356164384,12,1
luigi:prs:3215,luigi,pull_request,3215,2022-12-28 22:42:12+00:00,2022-12-29 00:51:16+00:00,2022,1,0,79,4,30,49,0.56,12,2
backstage:prs:15480,backstage,pull_request,15480,2023-01-01 19:26:55+00:00,2023-01-01 19:55:42+00:00,2023,1,0,200,0,5,195,0.785,1,6
backstage:prs:15481,backstage,pull_request,15481,2023-01-01 19:57:06+00:00,2023-01-02 09:58:30+00:00,2023,1,0,201,1,5,196,0.785,1,6
backstage:prs:15482,backstage,pull_request,15482,2023-01-01 20:06:51+00:00,2023-01-01 20:43:22+00:00,2023,1,0,202,2,6,196,0.785,1,6
backstage:prs:15483,backstage,pull_request,15483,2023-01-01 20:39:40+00:00,2023-01-02 13:25:32+00:00,2023,1,0,203,3,7,196,0.785,1,6
backstage:prs:15484,backstage,pull_request,15484,2023-01-01 21:44:16+00:00,2023-05-23 15:13:02+00:00,2023,0,1,204,4,7,197,0.785,1,6
backstage:prs:15485,backstage,pull_request,15485,2023-01-01 23:42:50+00:00,2023-01-02 00:24:27+00:00,2023,1,0,205,5,8,197,0.785,1,6
backstage:prs:15486,backstage,pull_request,15486,2023-01-02 00:35:53+00:00,2023-01-02 01:16:57+00:00,2023,1,0,206,6,8,198,0.785,1,0
backstage:prs:15487,backstage,pull_request,15487,2023-01-02 01:27:55+00:00,2023-01-02 02:17:57+00:00,2023,1,0,207,7,8,199,0.785,1,0
backstage:prs:15488,backstage,pull_request,15488,2023-01-02 02:28:33+00:00,2023-01-02 03:03:03+00:00,2023,1,0,208,8,8,200,0.785,1,0
backstage:prs:15489,backstage,pull_request,15489,2023-01-02 03:13:51+00:00,2023-01-02 03:51:18+00:00,2023,1,0,209,9,8,201,0.785,1,0
backstage:prs:15490,backstage,pull_request,15490,2023-01-02 04:02:38+00:00,2023-01-02 04:37:04+00:00,2023,1,0,210,10,8,202,0.785,1,0
backstage:prs:15491,backstage,pull_request,15491,2023-01-02 04:47:58+00:00,2023-01-02 05:16:03+00:00,2023,1,0,211,11,8,203,0.785,1,0
backstage:prs:15492,backstage,pull_request,15492,2023-01-02 05:26:46+00:00,2023-01-02 05:52:10+00:00,2023,1,0,212,12,8,204,0.785,1,0
backstage:prs:15493,backstage,pull_request,15493,2023-01-02 06:02:28+00:00,2023-01-02 06:30:17+00:00,2023,1,0,213,13,8,205,0.785,1,0
backstage:prs:15494,backstage,pull_request,15494,2023-01-02 06:41:21+00:00,2023-01-02 07:17:42+00:00,2023,1,0,214,14,8,206,0.785,1,0
backstage:prs:15495,backstage,pull_request,15495,2023-01-02 07:28:21+00:00,2023-01-02 08:08:34+00:00,2023,1,0,215,15,8,207,0.785,1,0
backstage:prs:15496,backstage,pull_request,15496,2023-01-02 08:19:18+00:00,2023-01-02 08:51:58+00:00,2023,1,0,216,16,8,208,0.785,1,0
backstage:prs:15497,backstage,pull_request,15497,2023-01-02 09:02:56+00:00,2023-01-02 09:32:56+00:00,2023,1,0,217,17,8,209,0.785,1,0
backstage:prs:15500,backstage,pull_request,15500,2023-01-02 09:43:46+00:00,2023-01-02 10:20:44+00:00,2023,1,0,218,18,8,210,0.785,1,0
backstage:prs:15501,backstage,pull_request,15501,2023-01-02 10:32:14+00:00,2023-01-05 11:45:35+00:00,2023,1,0,219,19,7,212,0.785,1,0
backstage:prs:15502,backstage,pull_request,15502,2023-01-02 12:28:35+00:00,2023-01-02 12:34:42+00:00,2023,1,0,220,20,8,212,0.785,1,0
backstage:prs:15503,backstage,pull_request,15503,2023-01-02 13:22:06+00:00,2023-01-02 13:42:01+00:00,2023,1,0,221,21,8,213,0.785,1,0
backstage:prs:15504,backstage,pull_request,15504,2023-01-02 13:28:55+00:00,2023-01-02 13:42:13+00:00,2023,1,0,222,22,8,214,0.785,1,0
backstage:prs:15505,backstage,pull_request,15505,2023-01-02 15:10:31+00:00,2023-01-03 08:57:29+00:00,2023,1,0,223,23,7,216,0.785,1,0
backstage:prs:15506,backstage,pull_request,15506,2023-01-02 15:36:16+00:00,2023-01-03 13:13:19+00:00,2023,1,0,224,24,8,216,0.785,1,0
backstage:prs:15507,backstage,pull_request,15507,2023-01-02 16:42:31+00:00,2023-01-04 13:23:44+00:00,2023,1,0,225,25,9,216,0.785,1,0
backstage:prs:15508,backstage,pull_request,15508,2023-01-02 16:54:53+00:00,2023-01-02 17:26:57+00:00,2023,1,0,226,26,10,216,0.785,1,0
backstage:prs:15509,backstage,pull_request,15509,2023-01-02 17:38:01+00:00,2023-01-02 18:23:35+00:00,2023,1,0,227,27,10,217,0.785,1,0
backstage:prs:15510,backstage,pull_request,15510,2023-01-02 17:39:32+00:00,2023-01-02 18:11:43+00:00,2023,1,0,228,28,11,217,0.785,1,0
backstage:prs:15511,backstage,pull_request,15511,2023-01-02 18:22:26+00:00,2023-01-18 08:27:33+00:00,2023,1,0,229,29,11,218,0.785,1,0
backstage:prs:15512,backstage,pull_request,15512,2023-01-02 18:35:27+00:00,2023-01-03 10:07:26+00:00,2023,1,0,230,30,11,219,0.785,1,0
backstage:prs:15513,backstage,pull_request,15513,2023-01-02 20:21:11+00:00,2023-01-27 10:11:39+00:00,2023,1,0,231,31,12,219,0.785,1,0
backstage:prs:15514,backstage,pull_request,15514,2023-01-02 21:21:08+00:00,2023-02-16 14:29:24+00:00,2023,0,1,232,32,13,219,0.785,1,0
backstage:prs:15515,backstage,pull_request,15515,2023-01-03 03:01:03+00:00,2023-03-14 14:23:16+00:00,2023,0,1,233,33,14,219,0.785,1,1
backstage:issues:15516,backstage,issue,15516,2023-01-03 03:50:10+00:00,2023-03-17 21:54:00+00:00,2023,0,1,234,34,15,219,0.785,1,1
backstage:issues:15517,backstage,issue,15517,2023-01-03 07:01:16+00:00,2023-03-20 14:17:20+00:00,2023,0,1,235,35,16,219,0.785,1,1
backstage:issues:15518,backstage,issue,15518,2023-01-03 09:14:27+00:00,,2023,0,1,236,36,16,220,0.785,1,1
backstage:prs:15519,backstage,pull_request,15519,2023-01-03 10:13:08+00:00,2023-08-29 14:54:11+00:00,2023,0,1,237,37,16,221,0.785,1,1
backstage:prs:15520,backstage,pull_request,15520,2023-01-03 10:54:12+00:00,2023-01-09 10:14:43+00:00,2023,1,0,238,38,17,221,0.785,1,1
backstage:issues:15521,backstage,issue,15521,2023-01-03 12:35:02+00:00,2023-03-27 15:28:27+00:00,2023,0,1,239,39,18,221,0.785,1,1
backstage:prs:15522,backstage,pull_request,15522,2023-01-03 12:39:40+00:00,2023-01-09 10:16:18+00:00,2023,1,0,240,40,19,221,0.785,1,1
backstage:prs:15523,backstage,pull_request,15523,2023-01-03 12:46:39+00:00,2023-01-09 13:43:20+00:00,2023,1,0,241,41,20,221,0.785,1,1
backstage:prs:15526,backstage,pull_request,15526,2023-01-03 13:12:06+00:00,2023-01-04 00:22:54+00:00,2023,1,0,242,42,21,221,0.785,1,1
backstage:prs:15527,backstage,pull_request,15527,2023-01-03 13:52:39+00:00,2023-01-03 16:32:54+00:00,2023,1,0,243,43,21,222,0.785,1,1
backstage:prs:15528,backstage,pull_request,15528,2023-01-03 14:34:55+00:00,2023-01-03 14:35:46+00:00,2023,1,0,244,44,22,222,0.785,1,1
backstage:prs:15529,backstage,pull_request,15529,2023-01-03 14:45:12+00:00,2023-01-04 11:04:26+00:00,2023,1,0,245,45,22,223,0.785,1,1
backstage:prs:15530,backstage,pull_request,15530,2023-01-03 14:46:01+00:00,2023-01-12 13:20:51+00:00,2023,1,0,246,46,23,223,0.785,1,1
luigi:prs:3216,luigi,pull_request,3216,2023-01-03 15:09:39+00:00,2023-02-23 12:49:49+00:00,2023,0,1,80,4,28,52,0.5657894736842105,1,1
backstage:prs:15531,backstage,pull_request,15531,2023-01-03 15:34:53+00:00,2023-02-09 21:25:35+00:00,2023,0,1,247,47,24,223,0.785,1,1
backstage:prs:15534,backstage,pull_request,15534,2023-01-03 16:43:19+00:00,2023-01-10 14:59:16+00:00,2023,1,0,248,48,24,224,0.785,1,1
backstage:prs:15535,backstage,pull_request,15535,2023-01-03 17:17:42+00:00,2023-01-11 10:29:28+00:00,2023,1,0,249,49,25,224,0.785,1,1
backstage:prs:15536,backstage,pull_request,15536,2023-01-03 18:58:50+00:00,2023-02-28 21:05:19+00:00,2023,0,1,250,50,26,224,0.785,1,1
backstage:prs:15537,backstage,pull_request,15537,2023-01-03 21:39:12+00:00,2023-01-04 13:23:10+00:00,2023,1,0,251,51,27,224,0.785,1,1
backstage:prs:15538,backstage,pull_request,15538,2023-01-04 00:33:55+00:00,2023-01-04 01:50:04+00:00,2023,1,0,252,52,27,225,0.785,1,2
backstage:prs:15539,backstage,pull_request,15539,2023-01-04 00:38:52+00:00,2023-01-04 09:06:43+00:00,2023,1,0,253,53,28,225,0.785,1,2
backstage:prs:15540,backstage,pull_request,15540,2023-01-04 00:40:09+00:00,2023-01-04 09:06:25+00:00,2023,1,0,254,54,29,225,0.785,1,2
backstage:prs:15541,backstage,pull_request,15541,2023-01-04 02:01:27+00:00,2023-01-04 02:36:51+00:00,2023,1,0,255,55,29,226,0.785,1,2
backstage:prs:15542,backstage,pull_request,15542,2023-01-04 05:46:48+00:00,2023-01-04 10:03:44+00:00,2023,1,0,256,56,29,227,0.785,1,2
backstage:issues:15543,backstage,issue,15543,2023-01-04 09:23:03+00:00,2023-01-11 19:02:59+00:00,2023,1,0,257,57,28,229,0.785,1,2
backstage:issues:15544,backstage,issue,15544,2023-01-04 09:25:43+00:00,2024-01-11 16:11:41+00:00,2023,0,1,258,58,29,229,0.785,1,2
backstage:prs:15545,backstage,pull_request,15545,2023-01-04 09:44:21+00:00,2023-01-04 14:42:53+00:00,2023,1,0,259,59,30,229,0.785,1,2
backstage:prs:15546,backstage,pull_request,15546,2023-01-04 10:24:15+00:00,2023-01-04 11:11:06+00:00,2023,1,0,260,60,30,230,0.785,1,2
backstage:prs:15547,backstage,pull_request,15547,2023-01-04 10:36:38+00:00,2023-01-04 11:11:10+00:00,2023,1,0,261,61,31,230,0.785,1,2
backstage:prs:15548,backstage,pull_request,15548,2023-01-04 11:15:17+00:00,2023-01-04 11:47:26+00:00,2023,1,0,262,62,29,233,0.785,1,2
backstage:issues:15549,backstage,issue,15549,2023-01-04 11:23:29+00:00,2023-01-07 14:49:09+00:00,2023,1,0,263,63,30,233,0.785,1,2
backstage:prs:15550,backstage,pull_request,15550,2023-01-04 11:26:47+00:00,2023-01-04 12:02:09+00:00,2023,1,0,264,64,31,233,0.785,1,2
backstage:prs:15551,backstage,pull_request,15551,2023-01-04 12:12:25+00:00,2023-01-04 12:57:00+00:00,2023,1,0,265,65,30,235,0.785,1,2
backstage:prs:15552,backstage,pull_request,15552,2023-01-04 12:13:36+00:00,2023-01-04 13:39:15+00:00,2023,1,0,266,66,31,235,0.785,1,2
backstage:issues:15553,backstage,issue,15553,2023-01-04 12:22:26+00:00,2023-01-10 13:30:49+00:00,2023,1,0,267,67,32,235,0.785,1,2
backstage:prs:15554,backstage,pull_request,15554,2023-01-04 13:08:20+00:00,2023-01-04 13:40:07+00:00,2023,1,0,268,68,32,236,0.785,1,2
backstage:prs:15555,backstage,pull_request,15555,2023-01-04 13:09:41+00:00,2023-01-05 07:25:41+00:00,2023,1,0,269,69,33,236,0.785,1,2
backstage:prs:15556,backstage,pull_request,15556,2023-01-04 13:45:10+00:00,2023-01-10 13:30:48+00:00,2023,1,0,270,70,30,240,0.785,1,2
backstage:prs:15557,backstage,pull_request,15557,2023-01-04 14:07:06+00:00,2023-01-10 08:59:36+00:00,2023,1,0,271,71,31,240,0.785,1,2
backstage:prs:15558,backstage,pull_request,15558,2023-01-04 14:09:46+00:00,2023-01-09 10:18:35+00:00,2023,1,0,272,72,32,240,0.785,1,2
backstage:prs:15559,backstage,pull_request,15559,2023-01-04 14:29:17+00:00,2023-01-10 09:55:53+00:00,2023,1,0,273,73,33,240,0.785,1,2
backstage:issues:15560,backstage,issue,15560,2023-01-04 15:48:42+00:00,2023-03-13 10:39:18+00:00,2023,0,1,274,74,33,241,0.785,1,2
backstage:prs:15561,backstage,pull_request,15561,2023-01-04 16:56:33+00:00,2023-02-28 10:27:03+00:00,2023,0,1,275,75,34,241,0.785,1,2
backstage:prs:15562,backstage,pull_request,15562,2023-01-04 17:26:35+00:00,2023-01-31 16:11:13+00:00,2023,1,0,276,76,35,241,0.785,1,2
backstage:issues:15563,backstage,issue,15563,2023-01-04 17:46:39+00:00,2023-03-13 14:45:21+00:00,2023,0,1,277,77,36,241,0.785,1,2
backstage:prs:15564,backstage,pull_request,15564,2023-01-04 17:54:18+00:00,2023-01-04 18:27:23+00:00,2023,1,0,278,78,37,241,0.785,1,2
backstage:prs:15565,backstage,pull_request,15565,2023-01-04 17:55:28+00:00,2023-01-04 18:36:13+00:00,2023,1,0,279,79,38,241,0.785,1,2
